401,You are not authorised.
1000,An internal error occurred. Please contact Technical Support before retrying the transaction.
1007,An internal error occurred. Please retry the transaction.
3001,You submitted an unsupported card type with your request. Please verify this parameter and retry the transaction.
3002,You submitted an invalid card number or brand or combination of card number and brand with your request. Please verify these parameters and retry the transaction.
3003,You submitted an incorrect value for the cvdIndicator parameter with your request. Please verify this parameter and retry the transaction.
3004,You have requested an AVS check. Please ensure that the zip/postal code is provided.
3005,You submitted an incorrect value for the cvdValue parameter with your request. Please verify this parameter and retry the transaction.
3006,You submitted an expired credit card number with your request. Please verify this parameter and retry the request.
3007,Your request has failed the AVS check. Note that the amount has still been reserved on the customer's card and will be released in 3-5 business days. Please ensure the billing address is accurate before retrying the transaction.
3008,You submitted a card type for which the merchant account is not configured.
3009,Your request has been declined by the issuing bank.
3010,The consumer is attempting a purchase for more than the balance available in their FirePay account.
3011,Your request has been declined by the issuing bank because the card used is a restricted card. Contact the cardholder's credit card company for further investigation.
3012,Your request has been declined by the issuing bank because the credit card expiry date submitted is invalid.
3013,Your request has been declined by the issuing bank due to problems with the credit card account.
3014,Your request has been declined - the issuing bank has returned an unknown response. Contact the card holder's credit card company for further investigation.
3015,The bank has requested that you process the transaction manually by calling the cardholder's credit card company.
3016,The bank has requested that you retrieve the card from the cardholder - it may be a lost or stolen card.
3017,You submitted an invalid credit card number with your request. Please verify this parameter and retry the transaction.
3018,The bank has requested that you retry the transaction.
3019,Your request has failed the CVD check. Please note that the amount has still been reserved on the customer's card and will be released in 3 to 5 business days. Please ensure the CVD value is accurate before retrying the transaction.
3020,The bank has requested that you retry the transaction.
3021,The confirmation number included in this request could not be found. Please verify this parameter and retry the transaction.
3022,The card has been declined due to insufficient funds.
3023,Your request has been declined by the issuing bank due to its proprietary card activity regulations.
3024,Your request has been declined because the issuing bank does not permit the transaction for this card.
3025,The external processing gateway has reported invalid data. Please verify your parameters and retry the transaction.
3026,The external processing gateway has reported the account type is invalid. Do not retry the transaction. Contact Technical Support for more information.
3027,The external processing gateway has reported a limit has been exceeded. Do not retry the transaction.
3028,The external processing gateway has reported a system error. Please retry the transaction.
3029,The external processing gateway has rejected the transaction. Do not retry the transaction. Contact Technical Support for more information.
3030,The external processing gateway has reported the transaction is unauthorized. Do not retry the transaction. Contact Technical Support for more information.
3031,The confirmation number you submitted with your request references a transaction that is not on hold. Please verify this parameter and retry the transaction.
5000,Your merchant account authentication failed. Either your store ID/password are invalid or the IP address from which you are sending the transaction has not been authorized. Please verify these parameters and retry the transaction. Please contact Technical Support if the error persists.
5023,You submitted an invalid XML request. Please verify your request and retry the transaction. "Only can happen on Settlements, Credits, Cancels and auth reversals",
3200,You have submitted an invalidly formatted authorization ID for this settlement. Please verify this parameter and retry the transaction.
3201,The authorization ID included in this settlement request could not be found. Please verify this parameter and retry the transaction.
3202,You have exceeded the maximum number of settlements allowed.
3203,The authorization is either fully settled or cancelled.
3204,The requested settlement amount exceeds the remaining authorization amount.
3205,The authorization you are attempting to settle has expired.
